Company_ID,Recency_Days,Purchase_Frequency,Avg_Transaction_Value,Std_Transaction_Value,Min_Transaction_Value,Max_Transaction_Value,Num_Unique_Products,Product_Concentration,Total_Items_Purchased,Avg_Items_Per_Transaction,Weekend_Purchase_Rate,Price_Range,Company_Profit,Spend_to_Profit_Ratio,Recency_Frequency_Interaction,Revenue_Per_Product,Monetary_Velocity,City_Encoded,Will_Purchase_Next
1,-0.13955902101275486,-1.4002607802552554,-1.4328542348053916,-0.8895913534258847,0.28416714273616833,-0.7742372160879265,0.7447835223751497,-0.7280905498402894,-1.3689993902194877,-0.42924753724907144,-1.0067394415799311,-0.7980311579731568,0.18141258929850046,-0.9454576046454803,-0.2915956082824119,-1.9549572792623797,-0.5281088614122955,-0.028284873771900643,1
2,-0.6101182561278075,-0.11071829425274095,-0.31412869066074495,0.6733480490269489,0.027131536241141632,1.373302560225574,0.7447835223751497,-0.7280905498402894,-0.7141907721543633,-1.5490858033439452,-0.8681570515578484,1.363565049450197,0.1739357867682661,-0.4784924351557345,-0.6513190124243351,-0.4554991946719613,-0.10525730901339166,0.36335183999287646,0
3,-0.7549057130862852,-0.22794942934387863,0.047635454415825895,0.4344037845514921,-1.0010108897389651,-0.3320966739057352,-0.5695403406398208,0.5106268317405412,-0.02086400008540801,0.47839743750483615,-0.18530350072322857,-0.23249726649611654,1.3605043483164596,-0.9724107237910292,-0.8191899343572326,-0.02069583081557864,0.23785436540975752,-0.028284873771900643,1
4,0.2948033498626783,1.1788241917497735,-0.38247247927527633,0.005813021472668276,-1.0010108897389651,-0.6479113468930147,-1.8838642036547915,1.9041838860189753,0.7880172339950399,-0.5044929840892696,1.2742517887835476,-0.546682761761139,-0.056585840716538646,0.008593240338340184,0.6261851849877923,1.4491881999738718,-0.5164130677326279,0.36335183999287646,0
5,-0.46533079916932973,-1.0485673749818423,-0.8598004597299935,-1.6354295761491657,1.1837917654687617,-1.5321924312573971,-0.5695403406398208,0.5106268317405412,-1.1667790816993757,-0.7103482258896027,0.8187685869836927,-1.6400482852834168,-0.26223726189024804,-0.5369186245459192,-0.5657631757635534,-1.154912808750183,-0.35245268035157745,-0.8115583013014548,1
7,1.3445124128116417,-0.6968739697084293,1.2623958942294198,1.1153564752414156,-0.6154574799964251,-0.14260787011336756,0.7447835223751497,-0.7280905498402894,-0.41567507862467423,0.5512067077119548,0.17240554938382832,-0.08168822876890582,-1.5516315340252962,1.9072459060883977,1.3430393921607062,-0.24270733017515225,-0.6426499121785504,-0.028284873771900643,0
9,-0.7911025773259046,0.47543738120294743,0.18318885903698523,0.4388984425075529,-0.6154574799964251,1.373302560225574,0.7447835223751497,-0.7280905498402894,0.547278771471097,0.32862196643863334,0.1915906368463182,1.4264021485032015,0.7852627725955863,-0.5904077878355208,-0.8360418415782958,0.2820267299460115,0.505696959552552,1.7340803381695962,0
10,-0.573921391888188,0.8271307864763604,-1.0750893512880488,-0.7100143669265795,0.15564933948865498,-0.14260787011336756,0.7447835223751497,-0.7280905498402894,0.16209723143278854,-1.2443652051622416,-0.576353286652194,-0.1570927476325112,-0.4285764423918304,0.0988412669129905,-0.5482631182647572,-0.09588857062090314,-0.11991753073271703,-0.6157399444190663,0
11,0.47578767106077546,-1.2830296451641177,-0.11650786179083708,1.2549970080077573,-0.8724930864914517,0.11004386827645603,0.7447835223751497,-0.7280905498402894,-1.1090018506936294,0.05469758672795641,0.3385556464646314,0.19479500706431385,0.8401975953966767,-1.0295211016840153,0.30794339862079356,-1.3379371417071158,-0.6056407749537035,0.1675334831104879,0
12,0.07762216442496171,-0.11071829425274095,-0.3580093058462844,-1.1640838535648919,-1.0010108897389651,0.11004386827645603,0.7447835223751497,-0.7280905498402894,-0.0112344615844503,0.23550951911455162,1.233675863777081,0.20736242687491477,0.6130995564388739,-0.7123042324881653,0.12451687002229934,-0.4764733031797112,-0.5118730945785346,-0.6157399444190663,0
